,#name,x,y,z,heading,pitch,roll,cluster
0,frame000073.png,8.242849089577009,28.82153654769631,1.284793488706929,-82.66228902,84.12628498577087,-0.853940797,0
1,frame000074.png,8.315626630247712,28.85726568726199,1.288443275987522,-86.19818085,84.0989802687344,-0.611259233,0
2,frame000075.png,8.312852163184834,28.91612268480087,1.283564208941917,-90.04488021,84.07744165974337,0.1633952638090864,0
3,frame000076.png,8.305590132259928,28.99511588273064,1.294929081835999,-93.9554983,83.93654827736646,-0.37071393,0
4,frame000077.png,8.274867646137592,29.04837894455181,1.272630691041517,-99.49061742,83.97289255022996,-1.417861592,0
5,frame000078.png,8.280084540254842,29.10011674068884,1.269980754305722,-104.6595756,83.64214773414518,-2.720630271,0
6,frame000079.png,8.278448578202875,29.15957692675736,1.263355990255013,-105.4539431,83.31040610656544,-0.356872093,0
7,frame000080.png,8.301923193646791,29.23440811855711,1.257267627260394,-107.6736842,83.31356249380725,1.115345991954769,0
8,frame000081.png,8.339848957725136,29.30280422999088,1.252255885618307,-110.297289,83.47049299910191,3.474905371183989,0
9,frame000082.png,8.415485977313251,29.39263189540496,1.247537184871199,-118.764632,83.42515752222053,-0.942758028,0
10,frame000083.png,8.468469505239964,29.45564365632091,1.255091098526853,-121.6425906,83.3349511238604,-1.013738114,0
11,frame000084.png,8.505987028469944,29.51113029301536,1.265358171596864,-125.4316764,83.37827267706811,-1.726061562,0
12,frame000085.png,8.528875997279945,29.56340697526776,1.262635764043591,-130.8330381,83.30401818945239,-4.00317032,0
13,frame000086.png,8.523115462690816,29.61022121561832,1.262750444950912,-136.1651595,82.99387129242388,-6.141372491,0
14,frame000087.png,8.481094434576478,29.67025994,1.256544125800524,-141.628561,82.88308280860443,-8.3384205,0
15,frame000088.png,8.442228758817235,29.73892511839912,1.235963016687791,-147.6328139,82.40407284545549,-10.6635486,0
16,frame000089.png,8.408162192905943,29.79465820471979,1.21458115,-152.1394977,81.70485545939694,-11.85830269,0
17,frame000090.png,8.391685758034269,29.87350325345659,1.205478397829818,-153.6158892,81.44415072546164,-11.67731278,0
18,frame000091.png,8.364806617624145,29.94393043689972,1.217473387450337,-150.7341622,81.37044910617213,-8.665792805,0
19,frame000092.png,8.357191627323443,29.99264907786639,1.219474362,-148.9598529,81.03557840702105,-7.285868734,0
20,frame000093.png,8.372261238044976,30.05545426202758,1.214753289274702,-149.7471453,80.92921638399014,-6.262456787,0
21,frame000094.png,8.378688268,30.12210914145429,1.211661301660206,-150.1545587,80.70436772595555,-4.524815341,0
22,frame000095.png,8.348482700638309,30.17667169352926,1.221259176201851,-148.7823828,80.87068005179721,-0.137502099,0
23,frame000096.png,8.295428551907866,30.19598301267231,1.216447670538534,-151.0074598,81.54181748437222,1.259858421399761,0
24,frame000097.png,8.229500883,30.28378735989736,1.212015551118023,-157.2390345,81.99367690774756,-0.956876926,0
25,frame000098.png,8.155130941292784,30.32310476166632,1.195707354473889,-158.0625025,82.02817075,0.6611189867452519,0
26,frame000099.png,8.101876084049275,30.35297748361392,1.182787345675186,-157.6394378,82.40668895593898,2.667961023434156,0
27,frame000100.png,8.069057071623872,30.44514135918537,1.190989114002353,-155.8151537,82.84990809764044,6.087715937910733,0
28,frame000101.png,8.051282740461927,30.54373034538533,1.198575677901572,-154.4635723,83.32304926359932,9.367101802427555,0
29,frame000102.png,8.03233126,30.68653838444101,1.224703245885766,-153.1380084,83.98228139,12.84326585069841,0
30,frame000103.png,8.004081548940333,30.82248908372975,1.250356178405995,-152.6185814,84.24810569,15.07754247,0
31,frame000104.png,7.952386426458245,30.94696439965258,1.253539999988775,-151.6972564,84.40779090764474,18.11757165,0
32,frame000105.png,7.884469779374365,31.08332869,1.253697795437921,-149.5855113,84.8060116,23.24440985088673,0
33,frame000106.png,7.819219801708241,31.23126376992507,1.236506050777474,-152.8165956,84.26618017265052,22.63858039864568,0
34,frame000107.png,7.773362325431057,31.35035852776606,1.222533684678427,-154.4225476,84.23209438501193,23.41237550087782,0
35,frame000108.png,7.753226886966059,31.46176773271448,1.231252083922003,-154.6534882,84.22534423254311,25.49353583382958,0
36,frame000109.png,7.750460674576436,31.59654365799019,1.230110220033783,-155.3186241,84.23629203546984,26.50118202879946,0
37,frame000110.png,7.757616861456617,31.73031488001503,1.232263937728875,-157.0770724,84.05824573727516,26.31958211422808,0
38,frame000111.png,7.760399293673229,31.86048362493512,1.213870762066545,-158.2961884,83.90872036813236,26.67712348930533,0
39,frame000112.png,7.731273609552337,31.97661014546039,1.218131103787277,-159.5809471,83.77569898299244,26.43252222100885,0
40,frame000113.png,7.660432112597894,32.08596820933402,1.234951041882374,-160.8899545,83.56040881771425,26.03352913545366,0
41,frame000114.png,7.569682628780198,32.18487345,1.232415882027484,-161.5342961,83.39709259654698,26.55950575,0
42,frame000115.png,7.481951922817613,32.29197524171766,1.222983476758911,-162.5254742,83.11160703427295,26.20223095468307,0
43,frame000116.png,7.415471821146264,32.37562037353731,1.208228291744324,-163.6552676,82.72247189,25.63735735455571,0
44,frame000117.png,7.379182648099787,32.48645950802072,1.202586365987921,-163.9330109,82.38465480865536,25.85743613884303,0
45,frame000118.png,7.35817436,32.60346764752318,1.199578156868526,-164.4962668,81.90885460761054,25.95566139951274,0
46,frame000119.png,7.346907729754227,32.72490480479851,1.191255539744151,-165.0176352,81.37193810161466,26.01183972078819,0
47,frame000120.png,7.310699796726636,32.81173640406273,1.199963857904648,-164.6419274,81.14431872866298,26.96968025076439,0
48,frame000121.png,7.261189315602861,32.86303378018453,1.214862776771153,-163.6715988,81.1997919877904,28.47688616295767,0
49,frame000122.png,7.191337926969927,32.91350805714189,1.216126319,-161.5269283,81.49793792274032,30.69960536231089,0
50,frame000123.png,7.118907477332625,32.96683794128495,1.218352566227416,-159.5198735,81.81503206935143,32.02585569,0
51,frame000124.png,7.072802150482291,33.01772023345961,1.233919820693685,-155.4027596,82.45510668408866,35.07406473364228,0
52,frame000126.png,7.009917729309043,33.08651552524193,1.246985275014851,-143.2544019,83.66937536614094,44.54157172403612,0
53,frame000127.png,6.982328723661388,33.08563882990216,1.253741411006398,-139.0148642,83.69663772585433,47.78020289361138,0
54,frame000128.png,6.971160705253581,33.08120512028623,1.257952383788433,-135.7676663,83.6178048881931,50.16447770315751,0
55,frame000129.png,6.956054943447739,33.08080836,1.256932541246162,-134.1021326,83.41725656624232,50.93610431540723,0
